id,code,city_id/id,name
state_city.res_state_kecamatan2067,res_state_kecamatan2067,state_city.res_state_city112,Eromoko
state_city.res_state_kecamatan2068,res_state_kecamatan2068,state_city.res_state_city122,Dukun
state_city.res_state_kecamatan2069,res_state_kecamatan2069,state_city.res_state_city127,Dukuhwaru
state_city.res_state_kecamatan2070,res_state_kecamatan2070,state_city.res_state_city127,Dukuhturi
state_city.res_state_kecamatan2071,res_state_kecamatan2071,state_city.res_state_city121,Dukuhseti
state_city.res_state_kecamatan2072,res_state_kecamatan2072,state_city.res_state_city118,Doro
state_city.res_state_kecamatan2073,res_state_kecamatan2073,state_city.res_state_city125,Donorojo
state_city.res_state_kecamatan2074,res_state_kecamatan2074,state_city.res_state_city117,Dempet
state_city.res_state_kecamatan2075,res_state_kecamatan2075,state_city.res_state_city117,Demak
state_city.res_state_kecamatan2076,res_state_kecamatan2076,state_city.res_state_city116,Delanggu
state_city.res_state_kecamatan2077,res_state_kecamatan2077,state_city.res_state_city131,Dayeuhluhur
state_city.res_state_kecamatan2078,res_state_kecamatan2078,state_city.res_state_city133,Dawe
state_city.res_state_kecamatan2079,res_state_kecamatan2079,state_city.res_state_city126,Comal
state_city.res_state_kecamatan2080,res_state_kecamatan2080,state_city.res_state_city138,Colomadu
state_city.res_state_kecamatan2081,res_state_kecamatan2081,state_city.res_state_city121,Cluwak
state_city.res_state_kecamatan2082,res_state_kecamatan2082,state_city.res_state_city131,Cipari
state_city.res_state_kecamatan2083,res_state_kecamatan2083,state_city.res_state_city131,Cimanggu
state_city.res_state_kecamatan2084,res_state_kecamatan2084,state_city.res_state_city128,Cilongok
state_city.res_state_kecamatan2085,res_state_kecamatan2085,state_city.res_state_city131,Cilacap Utara
state_city.res_state_kecamatan2086,res_state_kecamatan2086,state_city.res_state_city131,Cilacap Tengah
state_city.res_state_kecamatan2087,res_state_kecamatan2087,state_city.res_state_city131,Cilacap Selatan
state_city.res_state_kecamatan2088,res_state_kecamatan2088,state_city.res_state_city134,Cepu
state_city.res_state_kecamatan2089,res_state_kecamatan2089,state_city.res_state_city115,Cepogo
state_city.res_state_kecamatan2090,res_state_kecamatan2090,state_city.res_state_city124,Cepiring
state_city.res_state_kecamatan2091,res_state_kecamatan2091,state_city.res_state_city116,Ceper
state_city.res_state_kecamatan2092,res_state_kecamatan2092,state_city.res_state_city116,Cawas
state_city.res_state_kecamatan2093,res_state_kecamatan2093,state_city.res_state_city135,Candisari
state_city.res_state_kecamatan2094,res_state_kecamatan2094,state_city.res_state_city119,Candiroto
state_city.res_state_kecamatan2095,res_state_kecamatan2095,state_city.res_state_city122,Candimulyo
state_city.res_state_kecamatan2096,res_state_kecamatan2096,state_city.res_state_city144,Butuh
state_city.res_state_kecamatan2097,res_state_kecamatan2097,state_city.res_state_city127,Bumijawa
state_city.res_state_kecamatan2098,res_state_kecamatan2098,state_city.res_state_city130,Bumiayu
state_city.res_state_kecamatan2099,res_state_kecamatan2099,state_city.res_state_city141,Buluspesantren
state_city.res_state_kecamatan2100,res_state_kecamatan2100,state_city.res_state_city112,Bulukerto
state_city.res_state_kecamatan2101,res_state_kecamatan2101,state_city.res_state_city119,Bulu
state_city.res_state_kecamatan2102,res_state_kecamatan2102,state_city.res_state_city123,Bulu
state_city.res_state_kecamatan2103,res_state_kecamatan2103,state_city.res_state_city140,Bulu
state_city.res_state_kecamatan2104,res_state_kecamatan2104,state_city.res_state_city130,Bulakamba
state_city.res_state_kecamatan2105,res_state_kecamatan2105,state_city.res_state_city143,Bukateja
state_city.res_state_kecamatan2106,res_state_kecamatan2106,state_city.res_state_city141,Buayan
state_city.res_state_kecamatan2107,res_state_kecamatan2107,state_city.res_state_city118,Buaran
state_city.res_state_kecamatan2108,res_state_kecamatan2108,state_city.res_state_city144,Bruno
state_city.res_state_kecamatan2109,res_state_kecamatan2109,state_city.res_state_city132,Bringin
state_city.res_state_kecamatan2110,res_state_kecamatan2110,state_city.res_state_city130,Brebes
state_city.res_state_kecamatan2111,res_state_kecamatan2111,state_city.res_state_city120,Brati
state_city.res_state_kecamatan2112,res_state_kecamatan2112,state_city.res_state_city124,Brangsong
state_city.res_state_kecamatan2113,res_state_kecamatan2113,state_city.res_state_city115,Boyolali
state_city.res_state_kecamatan2114,res_state_kecamatan2114,state_city.res_state_city122,Borobudur
state_city.res_state_kecamatan2115,res_state_kecamatan2115,state_city.res_state_city141,Bonorowo
state_city.res_state_kecamatan2116,res_state_kecamatan2116,state_city.res_state_city117,Bonang
state_city.res_state_kecamatan2117,res_state_kecamatan2117,state_city.res_state_city143,Bojongsari - Kabupaten Purbalingga
state_city.res_state_kecamatan2118,res_state_kecamatan2118,state_city.res_state_city118,Bojong
state_city.res_state_kecamatan2119,res_state_kecamatan2119,state_city.res_state_city127,Bojong
state_city.res_state_kecamatan2120,res_state_kecamatan2120,state_city.res_state_city124,Boja
state_city.res_state_kecamatan2121,res_state_kecamatan2121,state_city.res_state_city134,Bogorejo
state_city.res_state_kecamatan2122,res_state_kecamatan2122,state_city.res_state_city126,Bodeh
state_city.res_state_kecamatan2123,res_state_kecamatan2123,state_city.res_state_city143,Bobotsari
state_city.res_state_kecamatan2124,res_state_kecamatan2124,state_city.res_state_city134,Blora kota
state_city.res_state_kecamatan2125,res_state_kecamatan2125,state_city.res_state_city113,Blado
state_city.res_state_kecamatan2126,res_state_kecamatan2126,state_city.res_state_city131,Binangun
state_city.res_state_kecamatan2127,res_state_kecamatan2127,state_city.res_state_city132,Bergas
state_city.res_state_kecamatan2128,res_state_kecamatan2128,state_city.res_state_city144,Bener
state_city.res_state_kecamatan2129,res_state_kecamatan2129,state_city.res_state_city123,Bendosari
state_city.res_state_kecamatan2130,res_state_kecamatan2130,state_city.res_state_city126,Belik
state_city.res_state_kecamatan2131,res_state_kecamatan2131,state_city.res_state_city119,Bejen
state_city.res_state_kecamatan2132,res_state_kecamatan2132,state_city.res_state_city116,Bayat
state_city.res_state_kecamatan2133,res_state_kecamatan2133,state_city.res_state_city144,Bayan
state_city.res_state_kecamatan2134,res_state_kecamatan2134,state_city.res_state_city132,Bawen
state_city.res_state_kecamatan2135,res_state_kecamatan2135,state_city.res_state_city129,Bawang
state_city.res_state_kecamatan2136,res_state_kecamatan2136,state_city.res_state_city113,Bawang
state_city.res_state_kecamatan2137,res_state_kecamatan2137,state_city.res_state_city112,Batuwarno
state_city.res_state_kecamatan2138,res_state_kecamatan2138,state_city.res_state_city112,Baturetno
state_city.res_state_kecamatan2139,res_state_kecamatan2139,state_city.res_state_city128,Baturaden
state_city.res_state_kecamatan2140,res_state_kecamatan2140,state_city.res_state_city129,Batur
state_city.res_state_kecamatan2141,res_state_kecamatan2141,state_city.res_state_city125,Batealit
state_city.res_state_kecamatan2142,res_state_kecamatan2142,state_city.res_state_city121,Batangan
state_city.res_state_kecamatan2143,res_state_kecamatan2143,state_city.res_state_city113,Batang
state_city.res_state_kecamatan2144,res_state_kecamatan2144,state_city.res_state_city144,Banyuurip
state_city.res_state_kecamatan2145,res_state_kecamatan2145,state_city.res_state_city113,Banyuputih
state_city.res_state_kecamatan2146,res_state_kecamatan2146,state_city.res_state_city128,Banyumas
state_city.res_state_kecamatan2147,res_state_kecamatan2147,state_city.res_state_city135,Banyumanik
state_city.res_state_kecamatan2148,res_state_kecamatan2148,state_city.res_state_city115,Banyudono
state_city.res_state_kecamatan2149,res_state_kecamatan2149,state_city.res_state_city132,Banyubiru
state_city.res_state_kecamatan2150,res_state_kecamatan2150,state_city.res_state_city131,Bantarsari
state_city.res_state_kecamatan2151,res_state_kecamatan2151,state_city.res_state_city130,Bantarkawung
state_city.res_state_kecamatan2152,res_state_kecamatan2152,state_city.res_state_city126,Bantarbolang
state_city.res_state_kecamatan2153,res_state_kecamatan2153,state_city.res_state_city119,Bansari
state_city.res_state_kecamatan2154,res_state_kecamatan2154,state_city.res_state_city142,Banjarsari
state_city.res_state_kecamatan2155,res_state_kecamatan2155,state_city.res_state_city129,Banjarnegara
state_city.res_state_kecamatan2156,res_state_kecamatan2156,state_city.res_state_city129,Banjarmangu
state_city.res_state_kecamatan2157,res_state_kecamatan2157,state_city.res_state_city130,Banjarharjo
state_city.res_state_kecamatan2158,res_state_kecamatan2158,state_city.res_state_city134,Banjarejo
state_city.res_state_kecamatan2159,res_state_kecamatan2159,state_city.res_state_city125,Bangsri
state_city.res_state_kecamatan2160,res_state_kecamatan2160,state_city.res_state_city132,Bandungan
state_city.res_state_kecamatan2161,res_state_kecamatan2161,state_city.res_state_city122,Bandongan
state_city.res_state_kecamatan2162,res_state_kecamatan2162,state_city.res_state_city113,Bandar
state_city.res_state_kecamatan2163,res_state_kecamatan2163,state_city.res_state_city132,Bancak
state_city.res_state_kecamatan2164,res_state_kecamatan2164,state_city.res_state_city127,Balapulang
state_city.res_state_kecamatan2165,res_state_kecamatan2165,state_city.res_state_city123,Baki
state_city.res_state_kecamatan2166,res_state_kecamatan2166,state_city.res_state_city144,Bagelen
state_city.res_state_kecamatan2167,res_state_kecamatan2167,state_city.res_state_city133,Bae
state_city.res_state_kecamatan2168,res_state_kecamatan2168,state_city.res_state_city141,Ayah
state_city.res_state_kecamatan2169,res_state_kecamatan2169,state_city.res_state_city136,Argomulyo
state_city.res_state_kecamatan2170,res_state_kecamatan2170,state_city.res_state_city115,Andong
state_city.res_state_kecamatan2171,res_state_kecamatan2171,state_city.res_state_city126,Ampelgading
state_city.res_state_kecamatan2172,res_state_kecamatan2172,state_city.res_state_city115,Ampel
state_city.res_state_kecamatan2173,res_state_kecamatan2173,state_city.res_state_city132,Ambarawa
state_city.res_state_kecamatan2174,res_state_kecamatan2174,state_city.res_state_city141,Ambal
state_city.res_state_kecamatan2175,res_state_kecamatan2175,state_city.res_state_city141,Alian/Aliyan
state_city.res_state_kecamatan2176,res_state_kecamatan2176,state_city.res_state_city128,Ajibarang
state_city.res_state_kecamatan2177,res_state_kecamatan2177,state_city.res_state_city127,Adiwerna
state_city.res_state_kecamatan2178,res_state_kecamatan2178,state_city.res_state_city131,Adipala
state_city.res_state_kecamatan2179,res_state_kecamatan2179,state_city.res_state_city141,Adimulyo
state_city.res_state_kecamatan2180,res_state_kecamatan2180,state_city.res_state_city147,Arosbaya
state_city.res_state_kecamatan2181,res_state_kecamatan2181,state_city.res_state_city147,Bangkalan
state_city.res_state_kecamatan2182,res_state_kecamatan2182,state_city.res_state_city147,Blega
state_city.res_state_kecamatan2183,res_state_kecamatan2183,state_city.res_state_city147,Burneh
state_city.res_state_kecamatan2184,res_state_kecamatan2184,state_city.res_state_city147,Galis
state_city.res_state_kecamatan2185,res_state_kecamatan2185,state_city.res_state_city147,Geger
state_city.res_state_kecamatan2186,res_state_kecamatan2186,state_city.res_state_city147,Kamal
state_city.res_state_kecamatan2187,res_state_kecamatan2187,state_city.res_state_city147,Klampis
state_city.res_state_kecamatan2188,res_state_kecamatan2188,state_city.res_state_city147,Kokop
state_city.res_state_kecamatan2189,res_state_kecamatan2189,state_city.res_state_city147,Konang
state_city.res_state_kecamatan2190,res_state_kecamatan2190,state_city.res_state_city147,Kwanyar
state_city.res_state_kecamatan2191,res_state_kecamatan2191,state_city.res_state_city147,Labang
state_city.res_state_kecamatan2192,res_state_kecamatan2192,state_city.res_state_city147,Modung
state_city.res_state_kecamatan2193,res_state_kecamatan2193,state_city.res_state_city147,Sepulu
state_city.res_state_kecamatan2194,res_state_kecamatan2194,state_city.res_state_city147,Socah
state_city.res_state_kecamatan2195,res_state_kecamatan2195,state_city.res_state_city147,Tanah Merah
state_city.res_state_kecamatan2196,res_state_kecamatan2196,state_city.res_state_city147,Tanjungbumi
state_city.res_state_kecamatan2197,res_state_kecamatan2197,state_city.res_state_city147,Tragah
state_city.res_state_kecamatan2198,res_state_kecamatan2198,state_city.res_state_city148,Bangorejo
state_city.res_state_kecamatan2199,res_state_kecamatan2199,state_city.res_state_city148,Banyuwangi
state_city.res_state_kecamatan2200,res_state_kecamatan2200,state_city.res_state_city148,Cluring
state_city.res_state_kecamatan2201,res_state_kecamatan2201,state_city.res_state_city148,Gambiran
state_city.res_state_kecamatan2202,res_state_kecamatan2202,state_city.res_state_city148,Genteng
state_city.res_state_kecamatan2203,res_state_kecamatan2203,state_city.res_state_city148,Giri
state_city.res_state_kecamatan2204,res_state_kecamatan2204,state_city.res_state_city148,Glagah
state_city.res_state_kecamatan2205,res_state_kecamatan2205,state_city.res_state_city148,Glenmore
state_city.res_state_kecamatan2206,res_state_kecamatan2206,state_city.res_state_city148,Kabat
state_city.res_state_kecamatan2207,res_state_kecamatan2207,state_city.res_state_city148,Kalibaru
state_city.res_state_kecamatan2208,res_state_kecamatan2208,state_city.res_state_city148,Kalipuro
state_city.res_state_kecamatan2209,res_state_kecamatan2209,state_city.res_state_city148,Licin
state_city.res_state_kecamatan2210,res_state_kecamatan2210,state_city.res_state_city148,Muncar
state_city.res_state_kecamatan2211,res_state_kecamatan2211,state_city.res_state_city148,Pesanggaran
state_city.res_state_kecamatan2212,res_state_kecamatan2212,state_city.res_state_city148,Purwoharjo
state_city.res_state_kecamatan2213,res_state_kecamatan2213,state_city.res_state_city148,Rogojampi
state_city.res_state_kecamatan2214,res_state_kecamatan2214,state_city.res_state_city148,Sempu
state_city.res_state_kecamatan2215,res_state_kecamatan2215,state_city.res_state_city148,Siliragung
state_city.res_state_kecamatan2216,res_state_kecamatan2216,state_city.res_state_city148,Singojuruh
state_city.res_state_kecamatan2217,res_state_kecamatan2217,state_city.res_state_city148,Songgon
state_city.res_state_kecamatan2218,res_state_kecamatan2218,state_city.res_state_city148,Srono
state_city.res_state_kecamatan2219,res_state_kecamatan2219,state_city.res_state_city148,Tegaldlimo
state_city.res_state_kecamatan2220,res_state_kecamatan2220,state_city.res_state_city148,Tegalsari
state_city.res_state_kecamatan2221,res_state_kecamatan2221,state_city.res_state_city148,Wongsorejo
state_city.res_state_kecamatan2222,res_state_kecamatan2222,state_city.res_state_city149,Batu
state_city.res_state_kecamatan2223,res_state_kecamatan2223,state_city.res_state_city149,Bumiaji
state_city.res_state_kecamatan2224,res_state_kecamatan2224,state_city.res_state_city149,Junrejo
state_city.res_state_kecamatan2225,res_state_kecamatan2225,state_city.res_state_city150,Kepanjen Kidul
state_city.res_state_kecamatan2226,res_state_kecamatan2226,state_city.res_state_city150,Sanan Wetan
state_city.res_state_kecamatan2227,res_state_kecamatan2227,state_city.res_state_city150,Sukorejo
state_city.res_state_kecamatan2228,res_state_kecamatan2228,state_city.res_state_city151,Bakung
state_city.res_state_kecamatan2229,res_state_kecamatan2229,state_city.res_state_city151,Binangun
state_city.res_state_kecamatan2230,res_state_kecamatan2230,state_city.res_state_city151,Doko
state_city.res_state_kecamatan2231,res_state_kecamatan2231,state_city.res_state_city151,Gandusari
state_city.res_state_kecamatan2232,res_state_kecamatan2232,state_city.res_state_city151,Garum
state_city.res_state_kecamatan2233,res_state_kecamatan2233,state_city.res_state_city151,Kademangan
state_city.res_state_kecamatan2234,res_state_kecamatan2234,state_city.res_state_city151,Kanigoro
state_city.res_state_kecamatan2235,res_state_kecamatan2235,state_city.res_state_city151,Kesamben
state_city.res_state_kecamatan2236,res_state_kecamatan2236,state_city.res_state_city151,Nglegok
state_city.res_state_kecamatan2237,res_state_kecamatan2237,state_city.res_state_city151,Panggungrejo
state_city.res_state_kecamatan2238,res_state_kecamatan2238,state_city.res_state_city151,Ponggok
state_city.res_state_kecamatan2239,res_state_kecamatan2239,state_city.res_state_city151,Sanan Kulon
state_city.res_state_kecamatan2240,res_state_kecamatan2240,state_city.res_state_city151,Selopuro
state_city.res_state_kecamatan2241,res_state_kecamatan2241,state_city.res_state_city151,Selorejo
state_city.res_state_kecamatan2242,res_state_kecamatan2242,state_city.res_state_city151,Srengat
state_city.res_state_kecamatan2243,res_state_kecamatan2243,state_city.res_state_city151,Sutojayan
state_city.res_state_kecamatan2244,res_state_kecamatan2244,state_city.res_state_city151,Talun
state_city.res_state_kecamatan2245,res_state_kecamatan2245,state_city.res_state_city151,Udanawu
state_city.res_state_kecamatan2246,res_state_kecamatan2246,state_city.res_state_city151,Wates
state_city.res_state_kecamatan2247,res_state_kecamatan2247,state_city.res_state_city151,Wlingi
state_city.res_state_kecamatan2248,res_state_kecamatan2248,state_city.res_state_city151,Wonodadi
state_city.res_state_kecamatan2249,res_state_kecamatan2249,state_city.res_state_city151,Wonotirto
state_city.res_state_kecamatan2250,res_state_kecamatan2250,state_city.res_state_city152,Balen
state_city.res_state_kecamatan2251,res_state_kecamatan2251,state_city.res_state_city152,Baureno
state_city.res_state_kecamatan2252,res_state_kecamatan2252,state_city.res_state_city152,Bojonegoro
state_city.res_state_kecamatan2253,res_state_kecamatan2253,state_city.res_state_city152,Bubulan
state_city.res_state_kecamatan2254,res_state_kecamatan2254,state_city.res_state_city152,Dander
state_city.res_state_kecamatan2255,res_state_kecamatan2255,state_city.res_state_city152,Gayam
state_city.res_state_kecamatan2256,res_state_kecamatan2256,state_city.res_state_city152,Gondang
state_city.res_state_kecamatan2257,res_state_kecamatan2257,state_city.res_state_city152,Kalitidu
state_city.res_state_kecamatan2258,res_state_kecamatan2258,state_city.res_state_city152,Kanor
state_city.res_state_kecamatan2259,res_state_kecamatan2259,state_city.res_state_city152,Kapas
state_city.res_state_kecamatan2260,res_state_kecamatan2260,state_city.res_state_city152,Kasiman
state_city.res_state_kecamatan2261,res_state_kecamatan2261,state_city.res_state_city152,Kedewan
state_city.res_state_kecamatan2262,res_state_kecamatan2262,state_city.res_state_city152,Kedungadem
state_city.res_state_kecamatan2263,res_state_kecamatan2263,state_city.res_state_city152,Kepoh Baru
state_city.res_state_kecamatan2264,res_state_kecamatan2264,state_city.res_state_city152,Malo
state_city.res_state_kecamatan2265,res_state_kecamatan2265,state_city.res_state_city152,Margomulyo
state_city.res_state_kecamatan2266,res_state_kecamatan2266,state_city.res_state_city152,Ngambon
state_city.res_state_kecamatan2267,res_state_kecamatan2267,state_city.res_state_city152,Ngasem
state_city.res_state_kecamatan2268,res_state_kecamatan2268,state_city.res_state_city152,Ngraho
state_city.res_state_kecamatan2269,res_state_kecamatan2269,state_city.res_state_city152,Padangan
state_city.res_state_kecamatan2270,res_state_kecamatan2270,state_city.res_state_city152,Purwosari
state_city.res_state_kecamatan2271,res_state_kecamatan2271,state_city.res_state_city152,Sekar
state_city.res_state_kecamatan2272,res_state_kecamatan2272,state_city.res_state_city152,Sugihwaras
state_city.res_state_kecamatan2273,res_state_kecamatan2273,state_city.res_state_city152,Sukosewu
state_city.res_state_kecamatan2274,res_state_kecamatan2274,state_city.res_state_city152,Sumberrejo
state_city.res_state_kecamatan2275,res_state_kecamatan2275,state_city.res_state_city152,Tambakrejo
state_city.res_state_kecamatan2276,res_state_kecamatan2276,state_city.res_state_city152,Temayang
state_city.res_state_kecamatan2277,res_state_kecamatan2277,state_city.res_state_city152,Trucuk
state_city.res_state_kecamatan2278,res_state_kecamatan2278,state_city.res_state_city153,Binakal
state_city.res_state_kecamatan2279,res_state_kecamatan2279,state_city.res_state_city153,Bondowoso
state_city.res_state_kecamatan2280,res_state_kecamatan2280,state_city.res_state_city153,Botolinggo
state_city.res_state_kecamatan2281,res_state_kecamatan2281,state_city.res_state_city153,Cermee
state_city.res_state_kecamatan2282,res_state_kecamatan2282,state_city.res_state_city153,Curahdami
state_city.res_state_kecamatan2283,res_state_kecamatan2283,state_city.res_state_city153,Grujugan
state_city.res_state_kecamatan2284,res_state_kecamatan2284,state_city.res_state_city153,Jambe Sari Darus Sholah
state_city.res_state_kecamatan2285,res_state_kecamatan2285,state_city.res_state_city153,Klabang
state_city.res_state_kecamatan2286,res_state_kecamatan2286,state_city.res_state_city153,Maesan
state_city.res_state_kecamatan2287,res_state_kecamatan2287,state_city.res_state_city153,Pakem
state_city.res_state_kecamatan2288,res_state_kecamatan2288,state_city.res_state_city153,Prajekan
state_city.res_state_kecamatan2289,res_state_kecamatan2289,state_city.res_state_city153,Pujer
state_city.res_state_kecamatan2290,res_state_kecamatan2290,state_city.res_state_city153,Sempol
state_city.res_state_kecamatan2291,res_state_kecamatan2291,state_city.res_state_city153,Sukosari
state_city.res_state_kecamatan2292,res_state_kecamatan2292,state_city.res_state_city153,Sumber Wringin
state_city.res_state_kecamatan2293,res_state_kecamatan2293,state_city.res_state_city153,Taman Krocok
state_city.res_state_kecamatan2294,res_state_kecamatan2294,state_city.res_state_city153,Tamanan
state_city.res_state_kecamatan2295,res_state_kecamatan2295,state_city.res_state_city153,Tapen
state_city.res_state_kecamatan2296,res_state_kecamatan2296,state_city.res_state_city153,Tegalampel
state_city.res_state_kecamatan2297,res_state_kecamatan2297,state_city.res_state_city153,Tenggarang
state_city.res_state_kecamatan2298,res_state_kecamatan2298,state_city.res_state_city153,Tlogosari
state_city.res_state_kecamatan2299,res_state_kecamatan2299,state_city.res_state_city153,Wonosari
state_city.res_state_kecamatan2300,res_state_kecamatan2300,state_city.res_state_city153,Wringin
state_city.res_state_kecamatan2301,res_state_kecamatan2301,state_city.res_state_city154,Balong Panggang
state_city.res_state_kecamatan2302,res_state_kecamatan2302,state_city.res_state_city154,Benjeng
state_city.res_state_kecamatan2303,res_state_kecamatan2303,state_city.res_state_city154,Bungah
state_city.res_state_kecamatan2304,res_state_kecamatan2304,state_city.res_state_city154,Cerme
state_city.res_state_kecamatan2305,res_state_kecamatan2305,state_city.res_state_city154,Driyorejo
state_city.res_state_kecamatan2306,res_state_kecamatan2306,state_city.res_state_city154,Duduk Sampeyan
state_city.res_state_kecamatan2307,res_state_kecamatan2307,state_city.res_state_city154,Dukun
state_city.res_state_kecamatan2308,res_state_kecamatan2308,state_city.res_state_city154,Gresik
state_city.res_state_kecamatan2309,res_state_kecamatan2309,state_city.res_state_city154,Kebomas
state_city.res_state_kecamatan2310,res_state_kecamatan2310,state_city.res_state_city154,Kedamean
state_city.res_state_kecamatan2311,res_state_kecamatan2311,state_city.res_state_city154,Manyar
state_city.res_state_kecamatan2312,res_state_kecamatan2312,state_city.res_state_city154,Menganti
state_city.res_state_kecamatan2313,res_state_kecamatan2313,state_city.res_state_city154,Panceng
state_city.res_state_kecamatan2314,res_state_kecamatan2314,state_city.res_state_city154,Sangkapura
state_city.res_state_kecamatan2315,res_state_kecamatan2315,state_city.res_state_city154,Sidayu
state_city.res_state_kecamatan2316,res_state_kecamatan2316,state_city.res_state_city154,Tambak
state_city.res_state_kecamatan2317,res_state_kecamatan2317,state_city.res_state_city154,Ujung Pangkah
state_city.res_state_kecamatan2318,res_state_kecamatan2318,state_city.res_state_city154,Wringin Anom
state_city.res_state_kecamatan2319,res_state_kecamatan2319,state_city.res_state_city155,Ajung
state_city.res_state_kecamatan2320,res_state_kecamatan2320,state_city.res_state_city155,Ambulu
state_city.res_state_kecamatan2321,res_state_kecamatan2321,state_city.res_state_city155,Arjasa
state_city.res_state_kecamatan2322,res_state_kecamatan2322,state_city.res_state_city155,Balung
state_city.res_state_kecamatan2323,res_state_kecamatan2323,state_city.res_state_city155,Bangsalsari
state_city.res_state_kecamatan2324,res_state_kecamatan2324,state_city.res_state_city155,Gumuk Mas
state_city.res_state_kecamatan2325,res_state_kecamatan2325,state_city.res_state_city155,Jelbuk
state_city.res_state_kecamatan2326,res_state_kecamatan2326,state_city.res_state_city155,Jenggawah
state_city.res_state_kecamatan2327,res_state_kecamatan2327,state_city.res_state_city155,Jombang - Kabupaten Jember
state_city.res_state_kecamatan2328,res_state_kecamatan2328,state_city.res_state_city155,Kalisat
state_city.res_state_kecamatan2329,res_state_kecamatan2329,state_city.res_state_city155,Kaliwates
state_city.res_state_kecamatan2330,res_state_kecamatan2330,state_city.res_state_city155,Kencong
state_city.res_state_kecamatan2331,res_state_kecamatan2331,state_city.res_state_city155,Ledokombo
state_city.res_state_kecamatan2332,res_state_kecamatan2332,state_city.res_state_city155,Mayang
state_city.res_state_kecamatan2333,res_state_kecamatan2333,state_city.res_state_city155,Mumbulsari
state_city.res_state_kecamatan2334,res_state_kecamatan2334,state_city.res_state_city155,Pakusari
state_city.res_state_kecamatan2335,res_state_kecamatan2335,state_city.res_state_city155,Panti
state_city.res_state_kecamatan2336,res_state_kecamatan2336,state_city.res_state_city155,Patrang
state_city.res_state_kecamatan2337,res_state_kecamatan2337,state_city.res_state_city155,Puger
state_city.res_state_kecamatan2338,res_state_kecamatan2338,state_city.res_state_city155,Rambipuji
state_city.res_state_kecamatan2339,res_state_kecamatan2339,state_city.res_state_city155,Semboro
state_city.res_state_kecamatan2340,res_state_kecamatan2340,state_city.res_state_city155,Silo
state_city.res_state_kecamatan2341,res_state_kecamatan2341,state_city.res_state_city155,Sukorambi
state_city.res_state_kecamatan2342,res_state_kecamatan2342,state_city.res_state_city155,Sukowono
state_city.res_state_kecamatan2343,res_state_kecamatan2343,state_city.res_state_city155,Sumber Baru
state_city.res_state_kecamatan2344,res_state_kecamatan2344,state_city.res_state_city155,Sumber Jambe
state_city.res_state_kecamatan2345,res_state_kecamatan2345,state_city.res_state_city155,Sumber Sari
state_city.res_state_kecamatan2346,res_state_kecamatan2346,state_city.res_state_city155,Tanggul
state_city.res_state_kecamatan2347,res_state_kecamatan2347,state_city.res_state_city155,Tempurejo
state_city.res_state_kecamatan2348,res_state_kecamatan2348,state_city.res_state_city155,Umbulsari
state_city.res_state_kecamatan2349,res_state_kecamatan2349,state_city.res_state_city155,Wuluhan
state_city.res_state_kecamatan2350,res_state_kecamatan2350,state_city.res_state_city156,Bandar Kedung Mulyo
state_city.res_state_kecamatan2351,res_state_kecamatan2351,state_city.res_state_city156,Bareng
state_city.res_state_kecamatan2352,res_state_kecamatan2352,state_city.res_state_city156,Diwek
state_city.res_state_kecamatan2353,res_state_kecamatan2353,state_city.res_state_city156,Gudo
state_city.res_state_kecamatan2354,res_state_kecamatan2354,state_city.res_state_city156,Jogoroto
state_city.res_state_kecamatan2355,res_state_kecamatan2355,state_city.res_state_city156,Jombang - Kabupaten Jombang
state_city.res_state_kecamatan2356,res_state_kecamatan2356,state_city.res_state_city156,Kabuh
state_city.res_state_kecamatan2357,res_state_kecamatan2357,state_city.res_state_city156,Kesamben
state_city.res_state_kecamatan2358,res_state_kecamatan2358,state_city.res_state_city156,Kudu
state_city.res_state_kecamatan2359,res_state_kecamatan2359,state_city.res_state_city156,Megaluh
state_city.res_state_kecamatan2360,res_state_kecamatan2360,state_city.res_state_city156,Mojoagung
state_city.res_state_kecamatan2361,res_state_kecamatan2361,state_city.res_state_city156,Mojowarno
state_city.res_state_kecamatan2362,res_state_kecamatan2362,state_city.res_state_city156,Ngoro
state_city.res_state_kecamatan2363,res_state_kecamatan2363,state_city.res_state_city156,Ngusikan
state_city.res_state_kecamatan2364,res_state_kecamatan2364,state_city.res_state_city156,Perak
state_city.res_state_kecamatan2365,res_state_kecamatan2365,state_city.res_state_city156,Peterongan
state_city.res_state_kecamatan2366,res_state_kecamatan2366,state_city.res_state_city156,Plandaan
state_city.res_state_kecamatan2367,res_state_kecamatan2367,state_city.res_state_city156,Ploso
state_city.res_state_kecamatan2368,res_state_kecamatan2368,state_city.res_state_city156,Sumobito
state_city.res_state_kecamatan2369,res_state_kecamatan2369,state_city.res_state_city156,Tembelang
state_city.res_state_kecamatan2370,res_state_kecamatan2370,state_city.res_state_city156,Wonosalam
state_city.res_state_kecamatan2371,res_state_kecamatan2371,state_city.res_state_city157,Kediri Kota
state_city.res_state_kecamatan2372,res_state_kecamatan2372,state_city.res_state_city157,Mojoroto
state_city.res_state_kecamatan2373,res_state_kecamatan2373,state_city.res_state_city157,Pesantren
state_city.res_state_kecamatan2374,res_state_kecamatan2374,state_city.res_state_city158,Badas
state_city.res_state_kecamatan2375,res_state_kecamatan2375,state_city.res_state_city158,Banyakan
